date,equity
2024-03-01,100000.0
2024-03-04,100000.0
2024-03-05,100000.0
2024-03-06,100000.0
2024-03-07,100000.0
2024-03-08,100000.0
2024-03-11,100000.0
2024-03-12,100000.0
2024-03-13,100000.0
2024-03-14,100000.0
2024-03-15,100000.0
2024-03-18,100000.0
2024-03-19,100000.0
2024-03-20,100000.0
2024-03-21,100000.0
2024-03-22,100000.0
2024-03-25,100000.0
2024-03-26,100038.1
2024-03-27,100153.1
2024-03-28,99867.25
2024-04-01,99885.25
2024-04-02,99835.95
2024-04-03,99419.45
2024-04-04,99059.45
2024-04-05,99062.45
2024-04-08,99083.45
2024-04-09,99072.45
2024-04-10,98592.45
2024-04-11,99044.45
2024-04-12,98063.8
2024-04-15,97863.8
2024-04-16,98001.8
2024-04-17,97547.8
2024-04-18,97155.8
2024-04-19,96641.8
2024-04-22,97232.8
2024-04-23,98058.55
2024-04-24,98004.1
2024-04-25,98457.1
2024-04-26,98007.7
2024-04-29,98031.05
2024-04-30,97223.7
2024-05-01,97499.7
2024-05-02,97841.2
2024-05-03,98432.7
2024-05-06,99243.7
2024-05-07,97900.65
2024-05-08,97814.55
2024-05-09,97575.55
2024-05-10,97130.55
2024-05-13,97658.05
2024-05-14,98092.55
2024-05-15,98572.55
2024-05-16,99028.25
2024-05-17,98998.85
2024-05-20,99055.85
2024-05-21,98832.0
2024-05-22,98431.0
2024-05-23,97480.5
2024-05-24,98255.0
2024-05-28,98159.5
2024-05-29,97445.05
2024-05-30,98266.55
2024-05-31,98819.55
2024-06-03,98285.55
2024-06-04,98575.9
2024-06-05,99703.4
2024-06-06,100036.4
2024-06-07,99900.4
2024-06-10,100126.15
2024-06-11,100093.15
2024-06-12,100010.15
2024-06-13,99539.15
2024-06-14,99342.65
2024-06-17,100217.8
2024-06-18,100391.85
2024-06-20,100611.35
2024-06-21,100215.35
2024-06-24,100332.85
2024-06-25,100470.7
2024-06-26,100351.7
2024-06-27,100773.2
2024-06-28,100712.7
2024-07-01,100702.0
2024-07-02,100998.2
2024-07-03,101350.8
2024-07-05,101468.0
2024-07-08,101915.0
2024-07-09,102258.5
2024-07-10,102361.5
2024-07-11,102246.5
2024-07-12,102747.0
2024-07-15,102554.5
2024-07-16,102598.1
2024-07-17,101367.6
2024-07-18,101238.0
2024-07-19,100120.7
2024-07-22,100642.7
2024-07-23,99748.25
2024-07-24,97869.25
2024-07-25,95660.8
2024-07-26,96073.3
2024-07-29,96181.3
2024-07-30,95078.2
2024-07-31,96429.7
2024-08-01,94318.2
2024-08-02,87165.7
2024-08-05,85205.7
2024-08-06,85444.7
2024-08-07,84454.7
2024-08-08,87003.9
2024-08-09,87197.9
2024-08-12,86995.9
2024-08-13,87984.4
2024-08-14,87997.4
2024-08-15,89950.4
2024-08-16,90601.9
2024-08-19,91567.9
2024-08-20,90974.2
2024-08-21,91609.7
2024-08-22,90572.2
2024-08-23,91460.2
2024-08-26,90709.7
2024-08-27,90650.2
2024-08-28,89541.2
2024-08-29,90149.7
2024-08-30,91172.7
2024-09-03,88949.2
2024-09-04,88795.7
2024-09-05,88770.2
2024-09-06,87767.7
2024-09-09,87892.2
2024-09-10,87278.45
2024-09-11,88253.95
2024-09-12,88825.45
2024-09-13,89649.95
2024-09-16,90031.95
2024-09-17,90602.95
2024-09-18,90938.45
2024-09-19,91706.95
2024-09-20,92150.95
2024-09-23,92509.45
2024-09-24,93060.65
2024-09-25,92667.65
2024-09-26,94445.1
2024-09-27,94810.1
2024-09-30,93549.1
2024-10-01,92602.25
2024-10-02,92748.75
2024-10-03,92795.75
2024-10-04,93345.25
2024-10-07,92832.75
2024-10-08,93256.1
2024-10-09,93885.1
2024-10-10,94138.6
2024-10-11,94977.1
2024-10-14,95387.6
2024-10-15,94502.75
2024-10-16,95106.25
2024-10-17,95237.75
2024-10-18,95363.75
2024-10-21,94837.25
2024-10-22,94947.75
2024-10-23,94711.25
2024-10-24,95091.75
2024-10-25,95364.75
2024-10-28,95818.25
2024-10-29,95581.25
2024-10-30,96538.75
2024-10-31,95460.75
2024-11-01,96263.75
2024-11-04,95992.25
2024-11-05,96851.25
2024-11-06,98137.25
2024-11-07,99236.75
2024-11-08,98669.25
2024-11-11,98220.25
2024-11-12,96789.75
2024-11-13,96596.25
2024-11-14,96721.75
2024-11-15,96039.25
2024-11-18,96361.75
2024-11-19,96427.85
2024-11-20,96559.85
2024-11-21,97276.1
2024-11-22,98007.5
2024-11-25,98804.5
2024-11-26,98177.5
2024-11-27,97804.5
2024-11-29,98146.5
2024-12-02,98361.0
2024-12-03,98637.65
2024-12-04,98792.65
2024-12-05,97476.15
2024-12-06,98041.65
2024-12-09,98146.15
2024-12-10,97436.5
2024-12-11,97570.5
2024-12-12,96652.9
2024-12-13,96961.4
2024-12-16,97459.95
2024-12-17,97238.95
2024-12-18,96196.95
2024-12-19,94533.95
2024-12-20,95239.95
2024-12-23,94978.45
2024-12-24,95376.45
2024-12-26,95494.95
2024-12-27,95039.95
2024-12-30,94355.95
2024-12-31,94256.45
2025-01-02,94902.45
2025-01-03,96036.45
2025-01-06,97328.45
2025-01-07,97589.05
2025-01-08,96716.05
2025-01-10,96725.05
2025-01-13,96023.55
2025-01-14,95560.0
2025-01-15,96827.0
2025-01-16,96103.0
2025-01-17,96782.0
2025-01-21,97199.0
2025-01-22,96939.5
2025-01-23,96755.0
2025-01-24,96694.0
2025-01-27,95480.5
2025-01-28,95104.0
2025-01-29,95717.5
2025-01-30,95897.0
2025-01-31,95439.5
2025-02-03,95188.0
2025-02-04,95739.5
2025-02-05,95132.5
2025-02-06,95021.25
2025-02-07,94769.75
2025-02-10,94982.75
2025-02-11,95244.0
2025-02-12,95353.5
2025-02-13,96815.0
2025-02-14,96806.0
2025-02-18,98862.5
2025-02-19,98040.5
2025-02-20,97902.5
2025-02-21,96568.0
2025-02-24,96382.0
2025-02-25,95753.0
2025-02-26,96265.0
2025-02-27,95235.5
2025-02-28,96188.0
2025-03-03,95025.0
2025-03-04,94061.5
2025-03-05,94674.0
2025-03-06,93576.55
2025-03-07,94191.55
2025-03-10,92599.55
2025-03-11,91887.05
2025-03-12,92856.05
2025-03-13,93037.05
2025-03-14,94229.55
2025-03-17,95450.55
2025-03-18,95165.05
2025-03-19,95130.05
