occ,underlying,leg,entry,credit,exit,exit_px,exit_kind,pnl
SOFI251024P00027500,SOFI,BUY_PUT,2025-09-23,1.045,2025-10-21,0.441,take_profit,297.0
WBD251024P00018000,WBD,BUY_PUT,2025-09-23,0.779,2025-10-22,0.021,take_profit,598.4
XOM251031P00111000,XOM,BUY_PUT,2025-09-30,1.919,2025-10-23,0.504,take_profit,140.5
KO251024C00070000,KO,CALL,2025-09-23,0.294,2025-10-24,0,EXPIRE,28.95
NOK251121P00006000,NOK,BUY_PUT,2025-10-28,0.114,2025-10-29,0.074,take_profit,73.2
KO251121C00072000,KO,BUY_CC,2025-10-28,0.427,2025-10-30,0.231,cc_take_profit,18.65
WBD251121P00020000,WBD,BUY_PUT,2025-10-28,0.494,2025-11-03,0.263,take_profit,155.05
INTC251107P00037500,INTC,BUY_PUT,2025-10-28,0.665,2025-11-04,0.935,take_profit,-83.85
GM251121P00067000,GM,BUY_PUT,2025-10-28,1.14,2025-11-10,0.546,take_profit,116.8
SOFI251121P00027500,SOFI,BUY_PUT,2025-10-28,0.741,2025-11-12,0.263,take_profit,234.25
GM251121P00069000,GM,PUT,2025-11-11,0.408,2025-11-21,0,EXPIRE,80.7
F251121P00013000,F,PUT,2025-11-11,0.152,2025-11-21,0,ASSIGN,44.1
WBD251128P00022000,WBD,BUY_PUT,2025-11-11,0.294,2025-11-25,0.063,take_profit,132.9
INTC251212P00036000,INTC,BUY_PUT,2025-11-11,1.358,2025-12-01,0.441,take_profit,363.0
KO251205C00072000,KO,BUY_CC,2025-11-04,0.332,2025-12-03,0.105,cc_take_profit,21.75
INTC251219P00038000,INTC,BUY_PUT,2025-12-02,0.674,2025-12-04,0.378,take_profit,85.95
PFE251212P00025000,PFE,BUY_PUT,2025-12-02,0.247,2025-12-04,0.116,take_profit,72.9
NOK251205P00006500,NOK,PUT,2025-11-11,0.095,2025-12-05,0,ASSIGN,198.0
F251226C00014000,F,BUY_CC,2025-11-25,0.104,2025-12-08,0.053,cc_take_profit,12.6
WBD251226P00022000,WBD,BUY_PUT,2025-12-02,0.427,2025-12-09,0.095,take_profit,193.8
SOFI251212P00027500,SOFI,PUT,2025-12-02,0.522,2025-12-12,0,ASSIGN,258.75
KO260109C00074000,KO,BUY_CC,2025-12-09,0.209,2025-12-22,0.032,cc_take_profit,16.75
F260109C00014000,F,BUY_CC,2025-12-09,0.123,2025-12-26,0.063,cc_take_profit,15.15
KO260123C00074000,KO,BUY_CC,2025-12-23,0.275,2025-12-26,0.084,cc_take_profit,18.15
NOK260116C00007000,NOK,BUY_CC,2025-12-23,0.067,2026-01-02,0.042,cc_take_profit,31.9
KO260123C00072000,KO,BUY_CC,2025-12-30,0.275,2026-01-05,0.095,cc_take_profit,17.1
SOFI260123C00030000,SOFI,BUY_CC,2025-12-30,0.361,2026-01-13,0.168,cc_take_profit,91.5
F260130C00014000,F,BUY_CC,2025-12-30,0.152,2026-01-21,0.084,cc_take_profit,17.4
NOK260123C00007000,NOK,CALL,2026-01-06,0.048,2026-01-23,0,EXPIRE,93.5
NOK260206C00007500,NOK,BUY_CC,2026-01-27,0.142,2026-01-30,0.021,cc_take_profit,245.3
F260227C00015000,F,BUY_CC,2026-01-27,0.104,2026-02-12,0.032,cc_take_profit,18.9
KO260213C00073000,KO,CALL,2026-01-13,0.522,2026-02-13,0,CALLED,51.75
NOK260220C00007000,NOK,CALL,2026-02-03,0.076,2026-02-20,0,CALLED,156.2
XOM260227P00143000,XOM,BUY_PUT,2026-02-18,0.883,2026-02-24,0.315,take_profit,55.85
F260320C00015000,F,BUY_CC,2026-02-18,0.162,2026-02-24,0.095,cc_take_profit,17.1
INTC260227P00044000,INTC,BUY_PUT,2026-02-18,1.377,2026-02-25,0.473,take_profit,268.5
WBD260227P00027500,WBD,BUY_PUT,2026-02-18,0.456,2026-02-25,0.074,take_profit,186.25
T260320C00031000,T,BUY_CC,2026-02-18,0.095,2026-02-26,0.053,cc_take_profit,16.25
KO260320P00077500,KO,BUY_PUT,2026-02-18,1.036,2026-03-02,0.493,take_profit,53.2
INTC260313P00043000,INTC,BUY_PUT,2026-03-03,1.758,2026-03-05,1.05,take_profit,209.25
T260327C00030000,T,BUY_CC,2026-03-03,0.133,2026-03-11,0.021,cc_take_profit,51.0
NOK260327P00008000,NOK,BUY_PUT,2026-03-03,0.332,2026-03-17,0.116,take_profit,372.6
GM260320P00077500,GM,PUT,2026-02-18,1.53,2026-03-20,0,ASSIGN,152.45
KO260327P00078000,KO,PUT,2026-03-03,1.425,2026-03-27,0,ASSIGN,142.0
T260417C00030000,T,BUY_CC,2026-03-17,0.123,2026-04-07,0.032,cc_take_profit,41.0
KO260501C00081000,KO,BUY_CC,2026-03-31,0.465,2026-04-14,0.21,cc_take_profit,24.55
GM260501C00080000,GM,BUY_CC,2026-03-31,1.387,2026-04-30,0.21,cc_take_profit,116.7
F260508C00013000,F,BUY_CC,2026-04-14,0.19,2026-05-01,0.032,cc_take_profit,44.55
KO260501C00078000,KO,CALL,2026-04-21,0.304,2026-05-01,0,CALLED,29.9
INTC260515P00090000,INTC,BUY_PUT,2026-05-05,1.482,2026-05-07,0.672,take_profit,80.0
VALE260515P00015000,VALE,BUY_PUT,2026-05-05,0.114,2026-05-07,0.042,take_profit,55.8
GM260605C00082000,GM,BUY_CC,2026-05-05,0.893,2026-05-18,0.315,cc_take_profit,56.8
NOK260605P00012000,NOK,BUY_PUT,2026-05-05,0.314,2026-05-22,0.063,take_profit,288.6
XOM260612P00145000,XOM,BUY_PUT,2026-05-27,2.85,2026-06-03,1.05,take_profit,179.0
F260605C00014000,F,CALL,2026-05-19,0.114,2026-06-05,0,CALLED,32.7
INTC260612P00114000,INTC,BUY_PUT,2026-05-27,5.795,2026-06-12,1.029,take_profit,475.6
GM260612C00081000,GM,CALL,2026-05-19,0.342,2026-06-12,0,CALLED,33.7
INTC260710P00117000,INTC,BUY_PUT,2026-06-16,6.431,2026-06-23,4.767,take_profit,165.45
NOK260626P00015000,NOK,PUT,2026-05-27,0.997,2026-06-26,0,ASSIGN,992.5
KO260710P00079000,KO,BUY_PUT,2026-06-16,0.722,2026-06-29,0.116,take_profit,59.65
XOM260717P00135000,XOM,BUY_PUT,2026-06-16,2.137,2026-07-08,0.483,take_profit,164.45
F260717P00014000,F,BUY_PUT,2026-06-16,0.323,2026-07-16,0.105,take_profit,208.0
GM260717P00080000,GM,PUT,2026-06-16,1.53,2026-07-17,0,ASSIGN,152.45
KO260731P00080000,KO,BUY_PUT,2026-07-21,0.769,2026-07-28,0.042,take_profit,71.75
F260821P00013000,F,BUY_PUT,2026-07-21,0.257,2026-07-30,0.063,take_profit,201.85
INTC260821P00087500,INTC,PUT,2026-07-21,4.55,OPEN,0,OPEN_AT_END,454.55
GM260821C00083000,GM,CALL,2026-07-21,1.501,OPEN,5.8,OPEN_AT_END,-430.4
